,subject,path,gender,face_score1,s_uri,s_wiki_title,s_pop
109,Logan Lerman,10/1181010_1992-01-19_2013.jpg,male,6.2222212927849565,Q221068,Logan_Lerman,8958155.0
110,Hicham El Guerrouj,88/492488_1974-09-14_2010.jpg,male,6.21946757858987,Q83905,Hicham_El_Guerrouj,1345620.0
111,Enriqueta Basilio,93/8766493_1942-03-23_1968.jpg,female,6.219238517607707,Q463356,Enriqueta_Basilio,33000.0
112,Giuseppe Rossi,60/1467060_1987-02-01_2011.jpg,male,6.212901399740672,Q221216,Giuseppe_Rossi,2016619.0
113,Bajrakitiyabha,09/4355409_1978-12-07_2013.jpg,female,6.211281017771304,Q448071,"Bajrakitiyabha,_Princess_Rajasarinisiribajra",
114,Erika Christensen,59/1320759_1982-08-19_2013.jpg,female,6.21091226353298,Q234564,Erika_Christensen,4255292.0
115,Jared Kushner,53/6191053_1981-01-10_2008.jpg,male,6.207017079003839,Q13628723,Jared_Kushner,19989238.0
116,Benedikt Höwedes,06/13565806_1988-02-29_2011.jpg,male,6.205996521362716,Q152897,Benedikt_Höwedes,955369.0
117,George Blagden,69/38229969_1989-12-28_2014.jpg,male,6.205960077662793,Q5537029,George_Blagden,2577578.0
118,Chris Allen,10/30534010_1964-12-07_2008.jpg,male,6.2054910601652775,Q5105716,Chris_Allen,22824.0
119,Andrew Duran,47/35863647_1989-09-26_2013.jpg,male,6.203712808660976,Q4756857,Andrew_Duran,7927.0
120,Sanam Saeed,74/34444274_1985-02-02_2015.jpg,female,6.194771036727441,Q712611,Sanam_Saeed,1759172.0
121,Cathy Cavadini,07/3380707_1961-04-21_2013.jpg,female,6.194088201165549,Q2745577,Cathy_Cavadini,403420.0
122,Anja Nissen,92/43356592_1995-11-06_2014.jpg,female,6.192960315177554,Q17411318,Anja_Nissen,295470.0
123,Nikolaj Coster-Waldau,31/2316131_1970-07-27_2014.jpg,male,6.192501159186621,Q445772,Nikolaj_Coster-Waldau,11158479.0
124,Romina Power,38/2643538_1951-10-02_1969.jpg,female,6.190717769161766,Q236135,Romina_Power,1647666.0
125,Elizabeth Olsen,53/29642053_1989-02-16_2014.jpg,female,6.185594619020521,Q234644,Elizabeth_Olsen,34699637.0
126,Haley Reinhart,79/30996979_1990-09-09_2015.jpg,female,6.18522434444516,Q1185418,Haley_Reinhart,2740551.0
127,Valentino Lazaro,06/39050706_1996-03-24_2014.jpg,male,6.184504090464524,Q1450945,Valentino_Lazaro,628156.0
128,Saffron Burrows,90/2005290_1972-10-22_2008.jpg,female,6.18273825571757,Q232419,Saffron_Burrows,5501138.0
129,Roger Arntzen,94/42505394_1976-06-03_2010.jpg,male,6.178321884267,Q14163218,Roger_Arntzen,2707.0
130,Kriti Kharbanda,16/31545116_1988-10-29_2014.jpg,female,6.17480663430308,Q6438563,Kriti_Kharbanda,8798713.0
131,Nina Dobrev,48/8900348_1989-01-09_2014.jpg,female,6.174138338603303,Q183439,Nina_Dobrev,21880114.0
132,Josh Hartnett,10/244910_1978-07-21_2014.jpg,male,6.170766073579913,Q303957,Josh_Hartnett,10770597.0
133,Philippe Albert,01/2935301_1967-08-10_2014.jpg,male,6.169176930715059,Q563065,Philippe_Albert,163007.0
134,Barry Pepper,31/1248931_1970-04-04_2009.jpg,male,6.1673805525365335,Q315604,Barry_Pepper,4050478.0
135,Sebastian Eisenlauer,56/43063156_1990-03-13_2014.jpg,male,6.167035200970775,Q2977312,Sebastian_Eisenlauer,2787.0
136,Levente Csillag,45/26908645_1973-03-22_2015.jpg,male,6.164478876809747,Q6535215,Levente_Csillag,4357.0
137,Victor Pinchuk,08/1280808_1960-12-14_2010.jpg,male,6.162541696047635,Q1340699,Victor_Pinchuk,214549.0
138,Jamari Lattimore,36/32971636_1988-10-06_2011.jpg,male,6.158298549621966,Q6127751,Jamari_Lattimore,26794.0
139,Marc Donato,49/7321049_1989-01-25_2008.jpg,male,6.1569789732015865,Q2305354,Marc_Donato,153641.0
140,Clare Nott,41/33029141_1986-08-11_2012.jpg,female,6.156541318355052,Q5126226,Clare_Nott,17130.0
141,Florian Fromlowitz,92/14263192_1986-07-02_2011.jpg,male,6.156418652606099,Q113221,Florian_Fromlowitz,23289.0
142,Éder,80/8753780_1986-11-15_2012.jpg,male,6.155414900983071,Q273754,Éder,15107.0
143,Adèle Anderson,68/18985668_1952-06-14_2008.jpg,female,6.15246013919104,Q4686966,Adèle_Anderson,297951.0
144,Peter Ramsaroop,07/27710907_1962-06-20_2011.jpg,male,6.152021123535185,Q7176522,Peter_Ramsaroop,15262.0
145,Rod Lurie,55/1329655_1962-05-15_2008.jpg,male,6.151985884942338,Q432655,Rod_Lurie,287689.0
146,Adrian Grenier,62/2016962_1976-07-10_2014.jpg,male,6.149833896341244,Q240869,Adrian_Grenier,5092782.0
147,Georgia Beikoff,23/36348023_1993-05-13_2012.jpg,female,6.146606420771155,Q5547357,Georgia_Beikoff,4434.0
148,Joe Awada,57/4377557_1959-03-12_2006.jpg,male,6.146159133885547,Q6208426,Joe_Awada,9610.0
149,Daniel Paris,92/44205192_1988-07-26_2012.jpg,male,6.145977951617352,Q5543229,Daniel_Afshinnejad,56.0
150,Peter Hlinka,23/23964023_1978-12-05_2010.jpg,female,6.143628532332171,Q425679,Peter_Hlinka,10047.0
151,Josh Hose,59/36348259_1986-12-01_2012.jpg,male,6.142186986134918,Q6289002,Josh_Hose,6879.0
152,Colbie Caillat,09/12416709_1985-05-28_2009.jpg,female,6.14124265886229,Q228860,Colbie_Caillat,2327279.0
153,Renaldo Balkman,05/5753505_1984-07-14_2007.jpg,male,6.135617605253996,Q914125,Renaldo_Balkman,416094.0
154,Toni Garrn,16/15737016_1992-07-07_2015.jpg,female,6.133911305976104,Q64960,Toni_Garrn,2532247.0
155,Débora Nascimento,37/35761337_1985-06-16_2013.jpg,female,6.131644046963708,Q3042392,Débora_Nascimento,229016.0
156,Claudia Fragapane,82/42794782_1997-10-24_2015.jpg,female,6.130147106567207,Q16910061,Claudia_Fragapane,1001646.0
157,Artur Sobiech,21/20281321_1990-06-12_2011.jpg,male,6.129840751282082,Q222945,Artur_Sobiech,102094.0
158,Luke Wilson,02/663402_1971-09-21_2009.jpg,male,6.128993952269762,Q107769,Luke_Wilson,9988695.0
159,Jim Ferguson,33/29109733_1948-12-23_2011.jpg,male,6.128709413576658,Q6194937,Jim_Ferguson,21592.0
160,Takahiko Kozuka,66/6824966_1989-02-27_2008.jpg,male,6.125258649929638,Q125975,Takahiko_Kozuka,48429.0
161,Sara Blakely,65/12094465_1971-02-27_2014.jpg,female,6.124084507560746,Q782637,Sara_Blakely,2826231.0
162,Diana Yakovleva,30/43508730_1988-04-13_2014.jpg,female,6.118873377906756,Q16628704,Diana_Yakovleva,2584.0
163,Noureen DeWulf,06/10720506_1980-02-28_2007.jpg,female,6.118550365185567,Q452555,Noureen_DeWulf,1691996.0
164,João Paulo de Oliveira,01/24503601_1981-07-13_2009.jpg,male,6.117290389657992,Q1710190,João_Paulo_de_Oliveira,39916.0
165,Maroua Kharbouch,18/40657018_1990-09-20_2013.jpg,female,6.1166439905549375,Q15080282,Maroua_Kharbouch,54948.0
166,Hiro Mashima,99/2020599_1977-05-03_2010.jpg,male,6.113927880713714,Q471137,Hiro_Mashima,1085677.0
167,Teigan Van Roosmalen,85/34853685_1991-04-06_2012.jpg,female,6.113880374948717,Q7694975,Teigan_Van_Roosmalen,8558.0
168,Robbie Rogers,88/9485388_1987-05-12_2009.jpg,male,6.112973186105154,Q924638,Robbie_Rogers,1165199.0
169,Vsevolod Bobrov,99/1724199_1922-12-01_2013.jpg,male,6.111162908638129,Q433391,Vsevolod_Bobrov,88449.0
170,Stephen Hicks,24/5767324_1960-08-19_2013.jpg,male,6.110301062948279,Q2917488,Stephen_Hicks,241404.0
171,Ben Newton,60/36348260_1988-02-14_2012.jpg,male,6.109377809870345,Q30706759,Ben_Newton,2645.0
172,Carl Sagan,24/6824_1934-11-09_1980.jpg,male,6.109252867718068,Q410,Carl_Sagan,10430443.0
173,Ciprian Gălățanu,26/43602926_1989-11-27_2013.jpg,male,6.106647908379541,Q17579978,Ciprian_Gălățanu,1201.0
174,Sakon Yamamoto,12/3156912_1982-07-09_2010.jpg,male,6.106291039817158,Q171394,Sakon_Yamamoto,137885.0
175,Magdalena Neuner,12/9294112_1987-02-09_2011.jpg,female,6.104825877485051,Q76455,Magdalena_Neuner,155611.0
176,Abdulkareem Khadr,29/16969129_1989-03-29_2008.jpg,male,6.104194342353859,Q4665864,Abdulkareem_Khadr,20580.0
177,Christopher Lawrence,66/37257466_1956-12-24_2014.jpg,male,6.104031543933395,Q2964777,Christopher_Lawrence,11774.0
178,Oldřiška Marešová,59/36672959_1986-10-14_2012.jpg,female,6.10322716463422,Q7085779,Oldřiška_Marešová,2191.0
179,Georg Margreitter,51/13074751_1988-11-07_2009.jpg,male,6.102885604302772,Q674036,Georg_Margreitter,38257.0
180,David Mitchell,34/1405234_1974-07-14_2009.jpg,male,6.099550320130694,Q352606,David_Mitchell,84084.0
181,Corinna Harney,25/2011425_1972-02-20_2011.jpg,female,6.09949459628245,Q2616094,Corinna_Harney,178644.0
182,Odeya Rush,70/32730470_1997-05-12_2014.jpg,female,6.096554093097542,Q3647258,Odeya_Rush,4431969.0
183,Reby Sky,13/11706613_1986-08-06_2011.jpg,female,6.096536840163925,Q7302247,Reby_Sky,2270542.0
184,Takashi Kogure,81/24517681_1980-08-01_2010.jpg,male,6.094842212172384,Q1857267,Takashi_Kogure,10468.0
185,Osmán Huerta,97/33260497_1989-06-16_2013.jpg,male,6.092705599053918,Q7107267,Osmán_Huerta,2031.0
186,Liv Tyler,61/18589061_1977-07-01_2007.jpg,female,6.0851911165181685,Q168763,Liv_Tyler,18882702.0
187,Robert MacNaughton,68/2952468_1966-12-19_1982.jpg,male,6.08051169404049,Q1368550,Robert_MacNaughton,732951.0
188,Kristy Pond,30/36348030_1996-07-25_2012.jpg,female,6.078981427537811,Q6438481,Kristy_Pond,2974.0
189,Mili Avital,42/1324742_1972-03-30_1992.jpg,female,6.077778814071383,Q235146,Mili_Avital,1006551.0
190,Lisa Origliasso,65/2966065_1984-12-25_2012.jpg,female,6.076260060728759,Q822275,Lisa_Origliasso,1119827.0
191,David Boreanaz,69/159269_1969-05-15_2012.jpg,male,6.075825504455127,Q206364,David_Boreanaz,9153823.0
192,Jawed Karim,55/6271255_1979-01-01_2008.jpg,male,6.0750943274709215,Q76694,Jawed_Karim,5445872.0
193,Rebecca Romijn,19/242319_1972-11-06_2012.jpg,female,6.074512880427574,Q202792,Rebecca_Romijn,11654758.0
194,Blair Butler,66/3288666_1977-06-28_2007.jpg,female,6.072987173456634,Q4924058,Blair_Butler,132662.0
195,Miles Heizer,14/18105714_1994-05-16_2013.jpg,male,6.070891547602392,Q3314078,Miles_Heizer,4181039.0
196,Asin,30/4659630_1985-10-26_2013.jpg,female,6.07061272201596,Q470226,Asin,5614762.0
197,Fedor Andreev,50/4153950_1982-03-02_2011.jpg,male,6.070103942191432,Q4065542,Fedor_Andreev,344999.0
198,María Herrera,08/40782608_1996-08-26_2014.jpg,female,6.068400838355863,Q16212386,María_Herrera,153574.0
199,Max Minghella,26/2009326_1985-09-16_2010.jpg,male,6.068164836253979,Q360426,Max_Minghella,6215806.0
200,Kyan Douglas,00/489500_1970-05-05_2006.jpg,male,6.067752506207951,Q4810641,Kyan_Douglas,633077.0
201,Tamzin Outhwaite,39/2379939_1970-11-05_2015.jpg,female,6.066195398076308,Q3143235,Tamzin_Outhwaite,5398468.0
202,Scout Taylor-Compton,71/2537171_1989-02-21_2007.jpg,female,6.064430478956769,Q239382,Scout_Taylor-Compton,1810981.0
203,Taylor Henderson,18/40421718_1993-03-23_2014.jpg,male,6.064224932251472,Q15427751,Taylor_Henderson,149470.0
204,Marco Sørensen,28/24798928_1990-09-06_2012.jpg,male,6.063878155739592,Q977664,Marco_Sørensen,47595.0
205,Marty Allen,74/11598774_1922-03-23_1960.jpg,male,6.063717449490898,Q6777353,Marty_Allen,539376.0
206,Amy Adams,32/3830432_1974-08-20_2015.jpg,female,6.0636547815264334,Q481832,Amy_Adams,23515622.0
207,Paola Andino,88/43419288_1998-03-22_2014.jpg,female,6.063498430458272,Q17465599,Paola_Andino,244604.0
208,Christian Noboa,06/17036006_1985-04-09_2012.jpg,male,6.062245978138632,Q468083,Christian,2766094.0
209,Florian Zeller,31/15894431_1979-06-28_2009.jpg,male,6.062028929219423,Q3074245,Florian_Zeller,484271.0
210,Maia Morgenstern,81/488081_1962-05-01_2012.jpg,female,6.061311976661558,Q178077,Maia_Morgenstern,573824.0
211,Kasey Chambers,12/709012_1976-06-04_2008.jpg,female,6.054813143256758,Q462221,Kasey_Chambers,562807.0
212,Genelia D'Souza,14/5008614_1987-08-05_2012.jpg,female,6.052764831721386,Q63730,Genelia_D'Souza,6878111.0
213,Sam Oldham,47/28987647_1993-02-17_2015.jpg,male,6.052482798956196,Q639880,Sam_Oldham,58164.0
214,Emilie de Ravin,94/988994_1981-12-27_2015.jpg,female,6.050207447338178,Q215523,Emilie_de_Ravin,3906504.0
215,Andrea Iannone,49/16711949_1989-08-09_2010.jpg,male,6.045968713246808,Q494147,Andrea_Iannone,382633.0
216,Catherine Zeta-Jones,96/150996_1969-09-25_2012.jpg,female,6.044065029806378,Q47664,Catherine_Zeta-Jones,22732723.0
217,Eddy Treijtel,87/9612287_1946-05-28_1974.jpg,male,6.043295154691505,Q1283143,Eddy_Treijtel,18166.0
218,Ayo Ayoola-Amale,58/40937458_1970-05-21_2011.jpg,female,6.042726063124785,Q16154492,Ayo_Ayoola-Amale,10647.0
219,Andrew Harrison,19/36348419_1987-06-07_2012.jpg,male,6.041435016839014,Q4757243,Andrew_Harrison,10514.0
220,Tomomi Itano,13/18932513_1991-07-03_2014.jpg,female,6.040828915804064,Q1154210,Tomomi_Itano,234630.0
221,Ludmila Savelyeva,60/17165860_1942-01-24_1972.jpg,female,6.040126867349767,Q464265,Ludmila_Savelyeva,66851.0
222,Gemma Hayes,08/3359208_1977-08-11_2008.jpg,female,6.037962142083397,Q273220,Gemma_Hayes,145677.0
223,Juergen M. Geissinger,68/38062068_1959-07-24_2011.jpg,male,6.037443260995798,Q1662343,Juergen_M._Geissinger,23279.0
