,subject,path,gender,face_score1,s_uri,s_wiki_title,s_pop
47,Chris Hemsworth,76/1221476_1983-08-11_2014.jpg,male,4.201084467314622,Q54314,Chris_Hemsworth,43322875.0
48,Beyoncé,88/83688_1981-09-04_2011.jpg,female,1.6640922124672608,Q36153,Beyoncé,42673854.0
49,Bruce Lee,13/37313_1940-11-27_1967.jpg,male,3.4775580905141736,Q16397,Bruce_Lee,42536179.0
50,Selena Gomez,07/6844407_1992-07-22_2013.jpg,female,5.138422515442247,Q83287,Selena_Gomez,42526283.0
51,Tom Hanks,68/43568_1956-07-09_2014.jpg,male,5.6192359407413495,Q2263,Tom_Hanks,42381688.0
52,Mila Kunis,38/400738_1983-08-14_2012.jpg,female,5.457565548208073,Q37628,Mila_Kunis,42346945.0
53,Carrie Fisher,75/314475_1956-10-21_2013.jpg,female,3.793176845164645,Q108941,Carrie_Fisher,42217583.0
54,Blake Lively,61/2265561_1987-08-25_2011.jpg,female,4.936254410704217,Q162959,Blake_Lively,41561971.0
55,Mike Tyson,27/39027_1966-06-30_2011.jpg,male,3.458157718401889,Q79031,Mike_Tyson,41191080.0
56,Jennifer Lawrence,30/12684530_1990-08-15_2015.jpg,female,3.28655423328978,Q189490,Jennifer_Lawrence,41171807.0
57,Elton John,97/5052197_1947-03-25_2011.jpg,male,2.844178985639992,Q2808,Elton_John,40463118.0
58,Chadwick Boseman,72/26866372_1976-11-29_2014.jpg,male,4.852549248527582,Q5066520,Chadwick_Boseman,40358096.0
59,Rihanna,23/2110323_1988-02-20_2013.jpg,female,2.6019209744669216,Q36844,Rihanna,40297008.0
60,Robin Williams,42/53242_1951-07-21_2011.jpg,male,3.585165343637508,Q83338,Robin_Williams,40230557.0
61,Emilia Clarke,38/30175038_1986-10-26_2013.jpg,female,4.624816133524739,Q235132,Emilia_Clarke,40166294.0
62,Betty White,45/415045_1922-01-17_2010.jpg,female,4.99433257528675,Q373895,Betty_White,40053467.0
63,Mark Zuckerberg,38/2844938_1984-05-14_2011.jpg,male,5.9994574836505885,Q36215,Mark_Zuckerberg,39851031.0
64,Emma Watson,43/149243_1990-04-15_2013.jpg,female,5.54988634588292,Q39476,Emma_Watson,39527969.0
65,Mark Wahlberg,55/6944155_1971-06-05_2012.jpg,male,4.170363498029407,Q164119,Mark_Wahlberg,39341165.0
66,"Anne, Princess Royal",31/125231_1950-08-15_2013.jpg,female,2.001031751520655,Q151754,"Anne,_Princess_Royal",39305418.0
67,Chris Pratt,89/1916589_1979-06-21_2014.jpg,male,5.1552339163030085,Q503706,Chris_Pratt,39228809.0
68,Miley Cyrus,90/8135890_1992-11-23_2015.jpg,female,4.693734587403795,Q4235,Miley_Cyrus,39121818.0
69,Ivanka Trump,41/1861441_1981-10-30_2012.jpg,female,5.664544501081682,Q239411,Ivanka_Trump,39119096.0
70,Serena Williams,10/164910_1981-09-26_2012.jpg,female,3.277088847595773,Q11459,Serena_Williams,39003216.0
71,Bradley Cooper,52/365352_1975-01-05_2014.jpg,male,4.755491118420074,Q205707,Bradley_Cooper,38865807.0
72,Ben Affleck,99/159599_1972-08-15_2015.jpg,male,4.056031636210249,Q483118,Ben_Affleck,38855451.0
73,Judy Garland,19/58719_1922-06-10_1940.jpg,female,2.3526077495032545,Q11637,Judy_Garland,38183842.0
74,Novak Djokovic,29/16100029_1987-05-22_2014.jpg,male,2.697280708589461,Q5812,Novak_Djokovic,38166258.0
75,Joaquin Phoenix,26/178826_1974-10-28_2014.jpg,male,4.628045565668114,Q185140,Joaquin_Phoenix,37857114.0
76,Macaulay Culkin,60/212860_1980-08-26_2009.jpg,male,1.341615742222885,Q103578,Macaulay_Culkin,37725250.0
77,Rafael Nadal,17/1439517_1986-06-03_2015.jpg,male,4.383175671901707,Q10132,Rafael_Nadal,37465699.0
78,Donald Glover,14/8543614_1983-09-25_2010.jpg,male,3.408987581312188,Q1239933,Donald_Glover,36925936.0
79,Zlatan Ibrahimović,76/728776_1981-10-03_2013.jpg,male,4.058784210677032,Q46896,Zlatan_Ibrahimović,36836562.0
80,Ed Sheeran,02/30528002_1991-02-17_2013.jpg,male,3.466093139074971,Q47447,Ed_Sheeran,36785715.0
81,Britney Spears,82/3382_1981-12-02_2013.jpg,female,4.21220195433984,Q11975,Britney_Spears,36554269.0
82,The Weeknd,03/31329803_1990-02-16_2011.jpg,male,1.4262109086552972,Q2121062,The_Weeknd,36514643.0
83,Emily Blunt,04/1054604_1983-02-23_2014.jpg,female,5.075783987313981,Q193517,Emily_Blunt,36143440.0
84,Neymar,44/15326144_1992-02-05_2014.jpg,male,4.144871543343303,Q142794,Neymar,36017047.0
85,Charlize Theron,32/5132_1975-08-07_2015.jpg,female,3.714775199814288,Q80046,Charlize_Theron,35996384.0
86,Dulce María,26/3086726_1985-12-06_2011.jpg,female,5.72135629273317,Q237387,Dulce_María,35605401.0
87,Shah Rukh Khan,99/352699_1965-11-02_2012.jpg,male,5.108707855101928,Q9535,Shah_Rukh_Khan,34960510.0
88,Nicole Kidman,04/21504_1967-06-20_2015.jpg,female,3.377020953090564,Q37459,Nicole_Kidman,34893228.0
89,Natalie Portman,59/38459_1981-06-09_2015.jpg,female,5.242564911088701,Q37876,Natalie_Portman,34775242.0
90,Rami Malek,49/4109849_1981-05-12_2007.jpg,male,1.9934040933091888,Q375590,Rami_Malek,34755750.0
91,Elizabeth Olsen,53/29642053_1989-02-16_2014.jpg,female,6.185594619020521,Q234644,Elizabeth_Olsen,34699637.0
92,Harry Styles,23/35459623_1994-02-01_2014.jpg,male,4.209543087621261,Q3626966,Harry_Styles,34431489.0
93,Sean Connery,09/26709_1930-08-25_2008.jpg,male,2.837289900607302,Q4573,Sean_Connery,34404825.0
94,Matthew McConaughey,83/27834683_1969-11-04_2014.jpg,male,3.075559803859187,Q188955,Matthew_McConaughey,34326120.0
95,George Michael,29/2177229_1939-03-24_2009.jpg,male,4.375095555088526,Q130311,George_Michael,34322662.0
96,Demi Lovato,60/12520860_1992-08-20_2013.jpg,female,4.663832256798893,Q41173,Demi_Lovato,34299367.0
97,Ted Kaczynski,87/18621887_1942-05-22_1996.jpg,male,3.3769407189207645,Q222134,Ted_Kaczynski,34283939.0
98,Salman Khan,73/26464673_1976-10-11_2011.jpg,male,4.780750909985269,Q9543,Salman_Khan,34181614.0
99,Nick Jonas,71/18366271_1992-09-16_2014.jpg,male,3.112172226356251,Q201656,Nick_Jonas,33858514.0
100,Dr. Dre,83/8083_1965-02-18_2011.jpg,male,4.649053419291264,Q6078,Dr._Dre,33802906.0
101,Winona Ryder,78/34078_1971-10-29_2012.jpg,female,4.451998742125801,Q101797,Winona_Ryder,33532262.0
102,Harrison Ford,59/44059_1942-07-13_2015.jpg,male,2.523995145990766,Q81328,Harrison_Ford,33436774.0
103,Audrey Hepburn,39/52139_1929-05-04_1956.jpg,female,5.55176848911802,Q42786,Audrey_Hepburn,33425377.0
104,Julia Roberts,53/16553_1967-10-28_2011.jpg,female,5.325022823936879,Q40523,Julia_Roberts,33307202.0
105,Lisa Marie Presley,35/19043935_1968-02-01_2005.jpg,female,3.501398841497591,Q237324,Lisa_Marie_Presley,33242997.0
106,Vin Diesel,75/415175_1967-07-18_2013.jpg,male,4.078027899309693,Q178166,Vin_Diesel,32959924.0
107,Ryan Gosling,26/891226_1980-11-12_2014.jpg,male,4.475065228461027,Q193815,Ryan_Gosling,32933092.0
108,Nicki Minaj,83/22570683_1982-12-08_2013.jpg,female,4.164096707029976,Q162202,Nicki_Minaj,32931625.0
109,Frank Sinatra,81/11181_1915-12-12_1947.jpg,male,2.5211019331242004,Q40912,Frank_Sinatra,32893472.0
110,Mariah Carey,99/19499_1969-03-27_2013.jpg,female,1.3692095369375936,Q41076,Mariah_Carey,32799479.0
111,Sandra Bullock,55/29455_1964-07-26_2013.jpg,female,5.165264691123388,Q40791,Sandra_Bullock,32759655.0
112,Stan Lee,86/18598186_1922-12-28_2007.jpg,male,3.203829620018773,Q181900,Stan_Lee,32538022.0
113,Daniel Craig,13/15252813_1968-03-02_2012.jpg,male,5.021589208819159,Q4547,Daniel_Craig,32463261.0
114,Zac Efron,83/16705483_1987-10-18_2012.jpg,male,4.824462536187996,Q45229,Zac_Efron,32385265.0
115,Sunny Leone,37/377337_1981-05-13_2014.jpg,female,4.449056731262256,Q260794,Sunny_Leone,32248210.0
116,John Krasinski,68/1845368_1979-10-20_2009.jpg,male,5.066210837649454,Q313039,John_Krasinski,32065888.0
117,Emma Stone,46/3741746_1988-11-06_2012.jpg,female,4.480488401666861,Q147077,Emma_Stone,32010656.0
118,Nicolas Cage,11/21111_1964-01-07_2013.jpg,male,5.354282163299364,Q42869,Nicolas_Cage,31864807.0
119,Ashton Kutcher,39/274539_1978-02-07_2010.jpg,male,4.0110753643196455,Q164782,Ashton_Kutcher,31748859.0
120,Cher,96/80696_1946-05-20_1970.jpg,female,2.412991238875376,Q12003,Cher,31703038.0
121,Paul Walker,32/244932_1973-09-12_2009.jpg,male,4.66807990350713,Q213864,Paul_Walker,31666138.0
122,Shakira,15/6479315_1977-02-02_2014.jpg,female,5.799477367812818,Q34424,Shakira,31581235.0
123,Taj Mahal,24/345424_1942-05-17_2005.jpg,male,0.7630343927605181,Q9141,Taj_Mahal,31482172.0
124,Katy Perry,68/16477368_1984-10-25_2014.jpg,female,5.897279951068182,Q42493,Katy_Perry,31464803.0
125,Kristen Stewart,32/2629332_1990-04-09_2014.jpg,female,5.379536028816086,Q126599,Kristen_Stewart,31354323.0
126,Rowan Atkinson,94/19614294_1955-01-06_2011.jpg,male,4.38465478195784,Q23760,Rowan_Atkinson,31132709.0
127,Adam Sandler,90/102690_1966-09-09_2011.jpg,male,2.9150158911678234,Q132952,Adam_Sandler,30918901.0
128,John Travolta,74/54174_1954-02-18_2013.jpg,male,4.648275327976014,Q80938,John_Travolta,30859406.0
129,Charlie Sheen,19/278119_1965-09-03_2012.jpg,male,2.88132867241648,Q103939,Charlie_Sheen,30843131.0
130,Jason Statham,15/707815_1967-07-26_2011.jpg,male,1.842838310352554,Q169963,Jason_Statham,30823411.0
131,Bruno Mars,55/27005455_1985-10-08_2010.jpg,male,2.065461061170407,Q1450,Bruno_Mars,30662335.0
132,Zayn Malik,76/46230076_1993-01-12_2014.jpg,male,2.5409100933729025,Q3626950,Zayn_Malik,30481997.0
133,Ronda Rousey,42/18783042_1987-02-01_2012.jpg,female,2.1608021269970648,Q242201,Ronda_Rousey,30176667.0
134,Eazy-E,69/163169_1963-09-07_1993.jpg,male,3.191153621435273,Q36804,Eazy-E,30149751.0
135,Rachel McAdams,63/760163_1978-11-17_2012.jpg,female,5.592383686889006,Q190386,Rachel_McAdams,30108009.0
136,Alia Bhatt,25/36588025_1993-03-15_2015.jpg,female,6.623549773199563,Q4725343,Alia_Bhatt,30090256.0
137,Aaron Rodgers,67/1284267_1983-12-02_2008.jpg,male,0.9645923464781304,Q302581,Aaron_Rodgers,30007697.0
138,Ivana Trump,87/1057887_1949-02-20_2007.jpg,female,3.3941877690881657,Q242351,Ivana_Trump,29840383.0
139,Lewis Hamilton,61/675561_1985-01-07_2014.jpg,male,5.729156056697543,Q9673,Lewis_Hamilton,29824216.0
140,John Wayne Gacy,79/61279_1942-03-17_1978.jpg,male,4.208503459669267,Q298252,John_Wayne_Gacy,29723583.0
141,Whitney Houston,71/34071_1963-08-09_1991.jpg,female,3.855567890150169,Q34389,Whitney_Houston,29608871.0
142,Megan Fox,27/1769827_1986-05-16_2014.jpg,female,5.839540346473026,Q80069,Megan_Fox,29422697.0
143,Dakota Johnson,10/7000810_1989-10-04_2014.jpg,female,4.433762182294611,Q2315802,Dakota_Johnson,29413173.0
144,Liam Neeson,82/64182_1952-06-07_2012.jpg,male,5.230207033668425,Q58444,Liam_Neeson,29361862.0
145,Gordon Ramsay,44/636344_1966-11-08_2006.jpg,male,2.615444071020403,Q15280,Gordon_Ramsay,29309996.0
146,Kendall Jenner,60/24537060_1995-11-03_2014.jpg,female,5.073173533448289,Q1375057,Kendall_Jenner,29250170.0
147,Aaliyah,44/2144_1979-01-16_2000.jpg,female,1.8763776229642468,Q11617,Aaliyah,29156853.0
148,Ice Cube,28/148328_1969-06-15_2014.jpg,male,2.957831278728739,Q173637,Ice_Cube,29094598.0
149,Olivia Wilde,40/21491340_1984-03-10_2010.jpg,female,4.743382166091129,Q200355,Olivia_Wilde,29082111.0
150,Cara Delevingne,47/35189147_1992-08-12_2014.jpg,female,4.5299626182733554,Q1395624,Cara_Delevingne,29068224.0
151,Tiger Woods,56/43356_1975-12-30_2014.jpg,male,2.771075573894904,Q10993,Tiger_Woods,28988570.0
152,Zoë Kravitz,81/13301881_1988-12-01_2014.jpg,female,4.271847589016272,Q227129,Zoë_Kravitz,28977755.0
153,Kate Beckinsale,21/277721_1973-07-26_2011.jpg,female,4.370036630964743,Q179414,Kate_Beckinsale,28943476.0
154,Adam Driver,08/36044408_1983-11-19_2015.jpg,male,4.501153688080027,Q4678990,Adam_Driver,28848655.0
155,Al Pacino,06/41906_1940-04-25_2004.jpg,male,4.364946084113021,Q41163,Al_Pacino,28823794.0
156,Gwen Stefani,05/167805_1969-10-03_2011.jpg,female,3.049854870887076,Q483379,Gwen_Stefani,28808095.0
157,Harvey Weinstein,86/1624086_1952-03-19_2010.jpg,male,3.956091083280068,Q531599,Harvey_Weinstein,28767054.0
158,James Franco,02/1563002_1978-04-19_2013.jpg,male,4.775393261576485,Q306403,James_Franco,28718356.0
159,Shia LaBeouf,97/1353497_1986-06-11_2014.jpg,male,3.319616240576836,Q180942,Shia_LaBeouf,28680637.0
160,Meryl Streep,90/63390_1949-06-22_1970.jpg,female,3.293133926064562,Q873,Meryl_Streep,28643336.0
161,Anna Kendrick,08/16789908_1985-08-09_2014.jpg,female,4.080181375282263,Q67701,Anna_Kendrick,28624256.0
162,Warren Buffett,18/211518_1930-08-30_2005.jpg,male,2.23287422496301,Q47213,Warren_Buffett,28621465.0
163,Avicii,48/29331348_1989-09-08_2014.jpg,male,3.01719194403078,Q505476,Avicii,28579283.0
164,Anthony Joshua,40/33343240_1989-10-15_2012.jpg,male,3.466897023017365,Q573463,Anthony_Joshua,28486350.0
165,Anne Hathaway,44/604244_1982-11-12_2014.jpg,female,4.093663450761251,Q36301,Anne_Hathaway,28409186.0
166,Steven Spielberg,40/26940_1946-12-18_2013.jpg,male,2.8723582976220845,Q8877,Steven_Spielberg,28395658.0
167,Matt Damon,59/166959_1970-10-08_2014.jpg,male,4.344359284359705,Q175535,Matt_Damon,28316640.0
168,Cameron Diaz,04/42104_1972-08-30_2010.jpg,female,5.105312662747113,Q44380,Cameron_Diaz,28312191.0
169,Jackie Chan,36/144936_1999-01-18_2012.jpg,male,3.6177430062990488,Q36970,Jackie_Chan,28294313.0
170,Bruce Willis,73/64673_1955-03-19_2010.jpg,male,3.3094539566380345,Q2680,Bruce_Willis,28234767.0
171,Benedict Cumberbatch,90/2275990_1976-07-19_2014.jpg,male,5.148923816980223,Q244674,Benedict_Cumberbatch,28215085.0
172,Hailee Steinfeld,43/26260043_1996-12-11_2011.jpg,female,4.020067209892732,Q231726,Hailee_Steinfeld,28199128.0
173,Alexandra Daddario,20/22288820_1986-03-16_2015.jpg,female,5.583980532420463,Q231556,Alexandra_Daddario,28116332.0
174,Kate Winslet,07/52707_1975-10-05_2014.jpg,female,4.930789160242883,Q202765,Kate_Winslet,28099374.0
175,River Phoenix,68/159268_1970-08-23_1989.jpg,male,2.6704877901525848,Q106514,River_Phoenix,27946725.0
176,David Beckham,18/8618_1975-05-02_2014.jpg,male,2.719362717501172,Q10520,David_Beckham,27919517.0
177,Courteney Cox,17/299717_1964-06-15_2010.jpg,female,3.4767986460658533,Q58912,Courteney_Cox,27876447.0
178,George Clooney,89/158889_1961-05-06_2012.jpg,male,5.005754208826978,Q23844,George_Clooney,27824831.0
179,Bob Dylan,90/4637590_1941-05-24_2010.jpg,male,0.8986491983646671,Q392,Bob_Dylan,27804672.0
180,Amy Winehouse,83/939583_1983-09-14_2007.jpg,female,2.781945676309316,Q15897,Amy_Winehouse,27689522.0
181,Emma Roberts,68/1434568_1991-02-10_2015.jpg,female,4.229983740919431,Q228598,Emma_Roberts,27652844.0
182,Michael B. Jordan,46/2310146_1987-02-09_2011.jpg,male,5.049827251574572,Q3308007,Michael_B._Jordan,27633669.0
183,Marlon Brando,03/19903_1924-04-03_1948.jpg,male,1.7622772971801153,Q34012,Marlon_Brando,27620433.0
184,Akshay Kumar,01/595801_1967-09-09_2009.jpg,male,4.205430975317186,Q233748,Akshay_Kumar,27576873.0
185,Alicia Vikander,98/32601798_1988-10-03_2013.jpg,female,4.609210153115575,Q439314,Alicia_Vikander,27497670.0
186,Daniel Radcliffe,95/153295_1989-07-23_2014.jpg,male,5.418367357968261,Q38119,Daniel_Radcliffe,27480585.0
187,Selena,95/69795_1971-04-16_1995.jpg,female,4.323821058734238,Q23543,Selena,27456496.0
188,Walt Disney,17/32917_1901-12-05_1946.jpg,male,4.093113664142245,Q8704,Walt_Disney,27430104.0
189,Val Kilmer,27/53327_1959-12-31_2005.jpg,male,4.855950423607693,Q191084,Val_Kilmer,27381352.0
190,Liam Hemsworth,61/20022961_1990-01-13_2014.jpg,male,5.000933250085387,Q32045,Liam_Hemsworth,27318588.0
191,Jane Fonda,20/63520_1937-12-21_2015.jpg,female,4.808116708742671,Q41142,Jane_Fonda,27304026.0
192,Hugh Jackman,95/302695_1968-10-12_2013.jpg,male,5.142389349329031,Q129591,Hugh_Jackman,27261325.0
193,Josh Brolin,44/909444_1968-02-12_2014.jpg,male,4.217736491916641,Q41396,Josh_Brolin,27248352.0
194,Ellen DeGeneres,57/18307757_1958-01-26_2011.jpg,female,3.677001277589488,Q483325,Ellen_DeGeneres,27241031.0
195,Denzel Washington,92/100692_1954-12-28_2000.jpg,male,4.708681548697594,Q42101,Denzel_Washington,27170478.0
196,Kristen Bell,64/1296564_1980-07-18_2007.jpg,female,5.137585893860911,Q178882,Kristen_Bell,26987553.0
197,Jennifer Connelly,67/20647767_1970-12-12_2012.jpg,female,4.242303920705742,Q103343,Jennifer_Connelly,26985640.0
198,Kate Hudson,49/219349_1979-04-19_2006.jpg,female,3.482786006863396,Q169946,Kate_Hudson,26937150.0
199,Pelé,76/6033276_1978-05-02_2013.jpg,male,2.602516590421572,Q12897,Pelé,26893160.0
200,Drew Barrymore,86/7886_1975-02-22_2014.jpg,female,3.996915206511572,Q676094,Drew_Barrymore,26764808.0
201,Priscilla Presley,80/208580_1945-05-24_2014.jpg,female,5.11342771157867,Q234773,Priscilla_Presley,26564271.0
202,Sacha Baron Cohen,18/45218_1971-10-13_2011.jpg,male,4.579308328386292,Q29055,Sacha_Baron_Cohen,26554643.0
203,Keira Knightley,97/249897_1985-03-26_2011.jpg,female,3.475397325739585,Q42581,Keira_Knightley,26386324.0
204,Shawn Mendes,36/42198936_1998-08-08_2014.jpg,male,4.246745014182813,Q17198340,Shawn_Mendes,26377180.0
205,J. K. Rowling,27/16027_1965-07-31_2010.jpg,female,4.179980753160393,Q34660,J._K._Rowling,26358363.0
206,Aaron Hernandez,57/25193857_1989-11-06_2011.jpg,male,4.272751584243779,Q302091,Aaron_Hernandez,26322963.0
207,Justin Timberlake,23/69323_1981-01-31_2013.jpg,male,3.7652261321623337,Q43432,Justin_Timberlake,26170823.0
208,Sarah Paulson,44/2016144_1974-12-17_2015.jpg,female,4.16904154397437,Q257442,Sarah_Paulson,26155415.0
209,Kirk Douglas,61/69861_1916-12-09_1969.jpg,male,4.715176452036686,Q104027,Kirk_Douglas,26102858.0
210,Lin-Manuel Miranda,34/13072534_1980-01-16_2009.jpg,male,2.6163527996131544,Q1646482,Lin-Manuel_Miranda,26067503.0
211,Salma Hayek,17/27717_1966-09-02_2012.jpg,female,5.347386544046823,Q125106,Salma_Hayek,26060266.0
212,Zooey Deschanel,29/936829_1980-01-17_2014.jpg,female,4.482491307619694,Q191719,Zooey_Deschanel,26008762.0
213,Kourtney Kardashian,53/14254953_1979-04-18_2009.jpg,female,5.83791881728704,Q575689,Kourtney_Kardashian,25988882.0
214,Armie Hammer,39/16527939_1986-08-28_2011.jpg,male,5.5747572663663005,Q374273,Armie_Hammer,25910583.0
215,Olivia Munn,91/4656491_1980-07-03_2014.jpg,female,5.065928655811916,Q236475,Olivia_Munn,25885851.0
216,Roman Reigns,40/4373640_1985-05-25_2014.jpg,male,2.8754475774158887,Q275971,Roman_Reigns,25879792.0
217,Chloë Grace Moretz,11/3253211_1997-02-10_2014.jpg,female,5.325570720362793,Q4509,Chloë_Grace_Moretz,25869757.0
218,Kevin Durant,01/6933101_1988-09-29_2014.jpg,male,2.677894663535604,Q29545,Kevin_Durant,25808055.0
219,Richard Ramirez,10/32296110_1960-02-29_2007.jpg,male,3.8336488928953054,Q382035,Richard_Ramirez,25752928.0
220,Rachel Weisz,48/158448_1970-03-07_2015.jpg,female,3.1161759203732915,Q134077,Rachel_Weisz,25735494.0
221,Michael J. Fox,04/68904_1961-06-09_2012.jpg,male,4.8095437455356285,Q395274,Michael_J._Fox,25686289.0
222,Cillian Murphy,34/481634_1976-05-25_2010.jpg,male,4.368029043812234,Q202589,Cillian_Murphy,25647508.0
223,Michael Douglas,81/78781_1944-09-25_2013.jpg,male,3.5324370816868287,Q119798,Michael_Douglas,25644947.0
224,Jennifer Garner,91/20949091_1972-04-17_2014.jpg,female,4.664480944688881,Q172044,Jennifer_Garner,25558866.0
225,Bella Thorne,15/9271515_1997-10-08_2014.jpg,female,5.809579940184315,Q208117,Bella_Thorne,25524837.0
226,Neil Armstrong,47/21247_1930-08-05_1969.jpg,male,3.377761925752996,Q1615,Neil_Armstrong,25486101.0
227,Eddie Murphy,39/54539_1961-04-03_2010.jpg,male,2.10198116089956,Q43874,Eddie_Murphy,25448728.0
228,Rashida Jones,97/2388997_1976-02-25_2007.jpg,female,4.864042798326426,Q540608,Rashida_Jones,25425564.0
